FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES
FR09671 	GERME DE MAIS 	GERME DE MAIS 	A0149 B1379 C0142 E0117 F0003 G0003 H0138 J0116 K0003 P0024
FR09672 	GERME ORGE 	GERME ORGE 	A0149 B1230 C0142 E0117 F0003 G0003 H0138 J0116 K0003 P0024
FR09680 	COUSCOUS 	COUSCOUS 	A0149 B1312 C0208 E0117 F0001 G0003 H0138 J0116 K0003 P0024
FR09681 	COUSCOUS CRU 	COUSCOUS CRU 	A0149 B1312 C0208 E0117 F0003 G0003 H0138 J0116 K0003 P0024
FR09682 	COUSCOUS PRE-CUIT 	COUSCOUS PRE-CUIT 	A0149 B1312 C0208 E0117 F0014 G0001 H0169 H0138 J0116 P0024
FR09683 	COUSCOUS CUIT 	COUSCOUS CUIT 	A0149 B1312 C0208 E0117 F0014 G0012 J0001 K0003 P0024 H0001
FR09684 	COUSCOUS CRU, FABRICATION ARTISANALE (ALGERIE) 	COUSCOUS CRU, FABRICATION ARTISANALE (ALGERIE) 	A0106 B1079 C0208 E0153 F0003 G0003 H0138 J0116 K0003 P0024
FR09700 	MALT 	MALT 	A0149 C0102 E0106 F0003 G0003 H0138 J0116 K0003 P0024
FR09710 	MALT D'ORGE 	MALT D'ORGE 	A0149 B1230 C0102 E0106 F0003 G0003 H0138 J0116 K0003 P0024
FR09720 	EXTRAIT DE MALT D'ORGE 	EXTRAIT DE MALT D'ORGE 	A0125 B1230 C0228 E0117 F0003 G0003 H0138 J0116 K0003 P0024
FR09730 	SIROP DE MALT D'ORGE 	SIROP DE MALT D'ORGE 	A0125 B1230 C0228 E0139 F0014 G0003 H0138 J0001 K0003 P0024
FR09800 	PATE ALIMENTAIRE, SANS SPECIFICATION 	PATE ALIMENTAIRE, SANS SPECIFICATION 	A0275 B1079 C0208 E0153 F0001 G0001 H0239 J0001 K0003 P0024
FR09810 	PATE ALIMENTAIRE ORDINAIRE CRUE 	PATE ALIMENTAIRE ORDINAIRE CRUE 	A0275 B1312 C0208 E0153 F0003 G0003 H0239 H0138 J0116 K0003 P0024
FR09811 	PATE ALIMENTAIRE ORDINAIRE CUITE 	PATE ALIMENTAIRE ORDINAIRE CUITE 	A0275 B1312 C0208 E0153 F0014 G0015 H0138 H0239 H0259 J0001 K0003 P0024
FR09815 	PATE ALIMENTAIRE DE QUALITE SUPERIEURE FRAICHE 	PATE ALIMENTAIRE DE QUALITE SUPERIEURE FRAICHE 	A0275 B1079 C0208 E0153 F0003 G0003 H0239 J0001 K0003 P0024
FR09816 	PATE ALIMENTAIRE DE QUALITE SUPERIEURE CRUE 	PATE ALIMENTAIRE DE QUALITE SUPERIEURE CRUE 	A0275 B1079 C0208 E0153 F0003 G0003 H0138 H0239 J0116 K0003 P0024
FR09817 	PATE ALIMENTAIRE DE QUALITE SUPERIEURE CUITE 	PATE ALIMENTAIRE DE QUALITE SUPERIEURE CUITE 	A0275 B1079 C0208 E0153 F0014 G0015 H0259 H0239 H0138 J0001 K0003 P0024
FR09820 	PATE ALIMENTAIRE AUX OEUFS FRAICHE 	PATE ALIMENTAIRE AUX OEUFS FRAICHE 	A0275 B1079 C0208 E0153 F0003 G0003 H0186 H0239 J0003 K0003 P0024
FR09821 	PATE ALIMENTAIRE AUX OEUFS CRUE 	PATE ALIMENTAIRE AUX OEUFS CRUE 	A0275 B1079 C0208 E0153 F0003 G0003 H0186 H0239 H0138 J0116 K0003 P0024
FR09822 	PATE ALIMENTAIRE AUX OEUFS CUITE 	PATE ALIMENTAIRE AUX OEUFS CUITE 	A0275 B1079 C0208 E0153 F0014 G0015 H0186 H0138 H0259 H0239 J0001 K0003 P0024
FR09835 	PATE ALIMENTAIRE AU LAIT CRUE 	PATE ALIMENTAIRE AU LAIT CRUE 	A0275 B1079 C0208 E0153 F0003 G0003 H0184 H0138 H0239 J0116 K0003 P0024
FR09836 	PATE ALIMENTAIRE AU LAIT CUITE 	PATE ALIMENTAIRE AU LAIT CUITE 	A0275 B1079 C0208 E0153 F0014 G0015 H0259 H0138 H0239 J0001 K0003 P0024
FR09840 	PATE ALIMENTAIRE AU LAIT ECREME CRUE 	PATE ALIMENTAIRE AU LAIT ECREME CRUE 	A0275 B1079 C0208 E0153 F0003 G0003 H0138 H0248 H0184 H0239 J0116 K0003 P0024
FR09841 	PATE ALIMENTAIRE AU LAIT ECREME CUITE 	PATE ALIMENTAIRE AU LAIT ECREME CUITE 	A0275 B1079 C0208 E0153 F0014 G0015 H0239 H0184 H0248 H0259 H0138 J0001 K0003 P0024
FR09845 	PATE ALIMENTAIRE AUX LEGUMES FRAICHE 	PATE ALIMENTAIRE AUX LEGUMES FRAICHE 	A0275 B1079 C0208 E0153 F0003 G0003 H0212 H0239 J0001 K0003 P0024
FR09846 	PATE ALIMENTAIRE AUX LEGUMES CRUE 	PATE ALIMENTAIRE AUX LEGUMES CRUE 	A0275 B1079 C0208 E0153 F0003 G0003 H0239 H0138 H0212 J0116 K0003 P0024
FR09847 	PATE ALIMENTAIRE AUX LEGUMES CUITE 	PATE ALIMENTAIRE AUX LEGUMES CUITE 	A0275 B1079 C0208 E0153 F0014 G0015 H0138 H0239 H0212 H0259 J0001 K0003 P0024
FR09850 	PATE ALIMENTAIRE AROMATISEE FRAICHE 	PATE ALIMENTAIRE AROMATISEE FRAICHE 	A0275 B1079 C0208 E0153 F0003 G0003 H0239 H0117 J0001 K0003 P0024
FR09851 	PATE ALIMENTAIRE AROMATISEE CRUE 	PATE ALIMENTAIRE AROMATISEE CRUE 	A0275 B1079 C0208 E0153 F0003 G0003 H0117 H0138 H0239 J0116 K0003 P0024
FR09852 	PATE ALIMENTATAIRE AROMATISEE CUITE 	PATE ALIMENTATAIRE AROMATISEE CUITE 	A0275 B1079 C0208 E0153 F0014 G0015 H0117 H0138 H0239 H0259 J0001 K0003 P0024
FR09855 	PATE ALIMENTAIRE A LA TOMATE FRAICHE 	PATE ALIMENTAIRE A LA TOMATE FRAICHE 	A0275 B1079 C0208 E0153 F0003 G0003 H0212 H0239 J0001 K0003 P0024
FR09856 	PATE ALIMENTAIRE A LA TOMATE CRUE 	PATE ALIMENTAIRE A LA TOMATE CRUE 	A0275 B1079 C0208 E0153 F0003 G0003 H0138 H0212 H0239 J0116 K0003 P0024
FR09857 	PATE ALIMENTAIRE A LA TOMATE CUITE 	PATE ALIMENTAIRE A LA TOMATE CUITE 	A0275 B1079 C0208 E0153 F0014 G0015 H0259 H0138 H0239 H0212 J0001 K0003 P0024
FR09860 	PATE ALIMENTAIRE AUX EPINARDS FRAICHE 	PATE ALIMENTAIRE AUX EPINARDS FRAICHE 	A0275 B1079 C0208 E0153 F0003 G0003 H0212 H0239 J0001 K0003 P0024
FR09861 	PATE ALIMENTAIRE AUX EPINARDS CRUE 	PATE ALIMENTAIRE AUX EPINARDS CRUE 	A0275 B1079 C0208 E0153 F0003 G0003 H0239 H0212 H0138 J0116 K0003 P0024
FR09862 	PATE ALIMENTAIRE AUX EPINARDS CUITE 	PATE ALIMENTAIRE AUX EPINARDS CUITE 	A0275 B1079 C0208 E0153 F0014 G0015 H0239 H0259 H0212 H0138 J0001 K0003 P0024
FR12000 	CAMEMBERT ET APPARENTES 40% MG 	CAMEMBERT ET APPARENTES 40% MG 	A0138 B1201 C0245 E0105 F0001 G0003 H0107 J0131 K0003 P0024 Z0073
FR12001 	CAMEMBERT ET APPARENTES 45% MG 	CAMEMBERT ET APPARENTES 45% MG 	A0138 B1201 C0245 E0105 F0001 G0003 H0107 J0131 K0003 P0024 Z0073
FR12002 	CAMEMBERT ET APPARENTES 50% MG 	CAMEMBERT ET APPARENTES 50% MG 	A0138 B1201 C0245 E0105 F0001 G0003 H0107 J0131 K0003 P0024 Z0073
FR12005 	CAMEMBERT DE NORMANDIE 	CAMEMBERT DE NORMANDIE 	A0138 B1201 C0245 E0105 F0001 G0003 H0288 H0107 J0131 K0003 P0024 Z0086 Z0073
FR12006 	CAMEMBERT AU LAIT CRU 	CAMEMBERT AU LAIT CRU 	A0138 B1201 C0245 E0105 F0003 G0003 H0107 J0131 K0003 P0024 Z0073
FR12007 	CAMEMBERT AU LAIT PASTEURISE 	CAMEMBERT AU LAIT PASTEURISE 	A0138 B1201 C0245 E0105 F0018 G0003 H0107 J0131 K0003 P0024 Z0073
FR12008 	FROMAGE DU GENRE CAMEMBERT 60% MG 	FROMAGE DU GENRE CAMEMBERT 60% MG 	A0138 B1201 C0245 E0105 F0018 G0003 H0296 H0107 J0131 K0003 P0024 Z0073
FR12009 	FROMAGE DU GENRE CAMEMBERT 20-30% MG 	FROMAGE DU GENRE CAMEMBERT 20-30% MG 	A0138 B1201 C0245 E0105 F0018 G0003 H0107 H0247 J0131 K0003 P0024 P0040 Z0073
FR12010 	COULOMMIERS 	COULOMMIERS 	A0138 B1201 C0245 E0105 F0018 G0003 H0107 J0131 K0003 P0024 Z0073
FR12020 	BRIE 	BRIE 	A0138 B1201 C0245 E0105 F0001 G0003 H0107 J0131 K0003 P0024 Z0073
FR12021 	BRIE DE MEAUX 	BRIE DE MEAUX 	A0138 B1201 C0245 E0105 F0003 G0003 H0289 H0107 J0131 K0003 P0024 Z0086 Z0073
FR12022 	BRIE DE MELUN 	BRIE DE MELUN 	A0138 B1201 C0245 E0105 F0003 G0003 H0289 H0107 J0131 K0003 P0024 Z0086 Z0073
FR12023 	BRIE PASTEURISE 	BRIE PASTEURISE 	A0138 B1201 C0245 E0105 F0018 G0003 H0107 J0131 K0003 P0024 Z0073
FR12025 	CARRE DE L'EST 	CARRE DE L'EST 	A0138 B1201 C0245 E0105 F0018 G0003 H0107 J0131 K0003 P0024 Z0073
FR12028 	CHAOURCE 	CHAOURCE 	A0138 B1201 C0245 E0105 F0001 G0003 H0288 H0107 J0131 K0003 P0024 Z0086 Z0073
FR12031 	NEUFCHATEL 	NEUFCHATEL 	A0138 B1201 C0245 E0105 F0001 G0003 H0107 J0131 K0003 P0024 Z0086 Z0073
FR12033 	TRIPLE CREME 	TRIPLE CREME 	A0138 B1201 C0245 E0147 F0018 G0003 H0296 H0107 J0131 K0003 P0024 Z0073
FR12036 	MAROILLES 	MAROILLES 	A0138 B1201 C0245 E0105 F0001 G0003 H0289 H0107 J0131 K0003 P0024 Z0086 Z0072
FR12039 	MUNSTER 	MUNSTER 	A0138 B1201 C0245 E0147 F0001 G0003 H0288 H0107 J0131 K0003 P0024 Z0086 Z0072
FR12042 	PONT L'EVEQUE 	PONT L'EVEQUE 	A0138 B1201 C0245 E0105 F0001 G0003 H0288 H0107 J0131 K0003 P0024 Z0086 Z0072
FR12045 	REBLOCHON 	REBLOCHON 	A0138 B1201 C0245 E0105 F0003 G0003 H0288 H0107 J0131 K0003 P0024 Z0086 Z0072
FR12048 	ROUY 	ROUY 	A0138 B1201 C0245 E0105 F0018 G0003 H0107 J0131 K0003 P0024 Z0072
FR12049 	SAINT-MARCELLIN 	SAINT-MARCELLIN 	A0138 B1201 C0245 E0105 F0001 G0003 H0107 J0131 K0003 P0024 Z0147
FR12051 	VACHERIN 	VACHERIN 	A0138 B1201 C0245 E0105 F0003 G0003 H0288 H0107 J0131 K0003 P0024 Z0072
FR12052 	MONT D'OR OU VACHERIN DU HAUT-DOUBS 	MONT D'OR OU VACHERIN DU HAUT-DOUBS 	A0138 B1201 C0245 E0105 F0003 G0003 H0288 H0107 J0131 K0003 P0024 Z0086 Z0072
FR12105 	BEAUFORT 	BEAUFORT 	A0186 B1201 C0245 E0146 F0003 G0003 H0291 H0107 J0131 K0003 P0024 Z0086 Z0147
FR12110 	COMTE 	COMTE 	A0186 B1201 C0245 E0146 F0003 G0003 H0294 H0107 J0131 K0003 P0024 Z0086 Z0072
FR12115 	EMMENTAL 	EMMENTAL 	A0186 B1201 C0245 E0146 F0001 G0003 H0107 J0131 K0003 P0024 Z0072
FR12120 	PARMESAN 	PARMESAN 	A0290 B1201 C0245 E0146 F0003 G0003 H0107 J0131 K0003 P0024 Z0086 Z0072
FR12305 	FROMAGE FONDU 25% MG 	FROMAGE FONDU 25% MG 	A0117 B1201 C0245 E0119 F0018 G0003 H0107 H0247 J0135 K0003 P0040 P0024
FR12310 	FROMAGE FONDU 40-50% MG 	FROMAGE FONDU 40-50% MG 	A0117 B1201 C0245 E0119 F0018 G0003 H0107 J0135 K0003 P0024
FR12315 	FROMAGE FONDU 60-65% MG 	FROMAGE FONDU 60-65% MG 	A0117 B1201 C0245 E0119 F0018 G0003 H0296 H0107 J0135 K0003 P0024
FR12320 	FROMAGE FONDU 70% MG 	FROMAGE FONDU 70% MG 	A0117 B1201 C0245 E0119 F0018 G0003 H0296 H0107 J0135 K0003 P0024
FR12500 	ROQUEFORT 	ROQUEFORT 	C0245 E0146 F0003 G0003 H0107 J0131 H0290 K0003 P0024 Z0086 Z0147
FR12520 	FROMAGE BLEU 	FROMAGE BLEU 	B1201 C0245 E0146 F0001 G0003 H0107 J0131 K0003 P0024 Z0147
FR12705 	FROMAGE PATE FERME 20-30% MG 	FROMAGE PATE FERME 20-30% MG 	A0281 B1201 C0245 E0147 F0001 G0003 H0107 H0247 J0131 K0003 P0040 P0024
FR12708 	FROMAGE PATE FERME 40-50% MG 	FROMAGE PATE FERME 40-50% MG 	A0281 B1201 C0245 E0147 F0001 G0003 H0107 J0131 K0003 P0024
FR12711 	FROMAGE PATE FERME NON SALE 	FROMAGE PATE FERME NON SALE 	A0281 B1201 C0245 E0147 F0001 G0003 H0107 J0131 K0003 P0037 P0078 P0024
FR12720 	FROMAGE DU GENRE "BABYBEL-BONBEL" 	FROMAGE DU GENRE "BABYBEL-BONBEL" 	A0281 B1201 C0245 E0147 F0018 G0003 H0107 J0131 K0003 P0024 Z0148
FR12723 	CANTAL 	CANTAL 	A0281 B1201 C0245 E0146 F0003 G0003 H0289 H0107 J0131 K0003 P0024 Z0086 Z0072
FR12726 	CHEDDAR 	CHEDDAR 	A0186 B1201 C0245 E0147 F0001 G0003 H0107 H0133 J0131 K0003 P0024 Z0147
FR12729 	EDAM 	EDAM 	A0281 B1201 C0245 E0147 F0018 G0003 H0107 H0133 J0131 K0003 P0024
FR12730 	FROMAGE DU GENRE EDAM 30% MG 	FROMAGE DU GENRE EDAM 30% MG 	A0281 B1201 C0245 E0147 F0018 G0003 H0107 H0133 J0131 K0003 P0024
FR12731 	EDAM 40% MG 	EDAM 40% MG 	A0281 B1201 C0245 E0147 F0018 G0003 H0107 H0133 J0131 K0003 P0024 Z0148
FR12732 	EDAM 45% MG 	EDAM 45% MG 	A0281 B1201 C0245 E0147 F0018 G0003 H0107 H0133 J0131 K0003 P0024 Z0148
FR12736 	GOUDA 	GOUDA 	A0281 B1201 C0245 E0146 F0018 G0003 H0107 J0131 K0003 P0024 Z0148
FR12739 	GOUDA ET APPARENTES 	GOUDA ET APPARENTES 	A0281 B1201 C0245 E0147 F0018 G0003 H0107 J0131 K0003 P0024
FR12743 	MORBIER 	MORBIER 	A0281 B1201 C0245 E0105 F0001 G0003 H0107 J0131 K0003 P0024 Z0147
FR12746 	FROMAGE DES PYRENEES AU LAIT DE VACHE 	FROMAGE DES PYRENEES AU LAIT DE VACHE 	A0281 B1201 C0245 E0146 F0018 G0003 H0107 J0131 K0003 P0024 Z0148
FR12749 	RACLETTE ET APPARENTES 	RACLETTE ET APPARENTES 	A0281 B1201 C0245 E0105 F0018 G0003 H0107 J0131 K0003 P0024 Z0147
FR12752 	SAINT-NECTAIRE 	SAINT-NECTAIRE 	A0281 B1201 C0245 E0105 F0001 G0003 H0288 H0107 J0131 K0003 P0024 Z0086 Z0147
FR12755 	SAINT-PAULIN 	SAINT-PAULIN 	A0281 B1201 C0245 E0105 F0018 G0003 H0107 J0131 K0003 P0024 Z0072
FR12758 	TOME 	TOME 	A0281 B1201 C0245 E0147 F0001 G0003 H0107 J0131 K0003 P0024 Z0147
FR12805 	FROMAGE DE CHEVRE FRAIS 	FROMAGE DE CHEVRE FRAIS 	A0185 B2611 C0245 E0144 F0001 G0001 H0101 H0162 J0131 K0003 P0024 P0078
FR12810 	FROMAGE DE CHEVRE DEMI-SEC 	FROMAGE DE CHEVRE DEMI-SEC 	A0138 B2611 C0245 E0147 F0001 G0003 H0107 H0162 J0131 K0003 P0024 Z0147
FR12815 	FROMAGE DE CHEVRE SEC 	FROMAGE DE CHEVRE SEC 	A0138 B2611 C0245 E0147 F0001 G0003 H0107 H0162 J0131 K0003 P0024 Z0147
FR12820 	FROMAGE DE CHEVRE PATE MOLLE 	FROMAGE DE CHEVRE PATE MOLLE 	A0138 B2611 C0245 E0147 F0018 G0003 H0107 H0162 J0131 K0003 P0024 Z0073
FR12830 	CHABICHOU 	CHABICHOU 	A0138 B2611 C0245 E0147 F0018 G0003 H0107 J0131 K0003 P0024 Z0147
FR12833 	CROTTIN 	CROTTIN 	A0138 B2611 C0245 E0105 F0001 G0003 H0107 J0131 K0003 P0024 Z0147
FR12834 	CROTTIN DE CHAVIGNOL 	CROTTIN DE CHAVIGNOL 	A0138 B2611 C0245 E0105 F0003 G0003 H0107 J0131 K0003 P0024 Z0086 Z0147
FR12836 	PICODON 	PICODON 	A0138 B2611 C0245 E0105 F0018 G0003 H0107 J0131 K0003 P0024 Z0147
FR12839 	POULIGNY ST-PIERRE 	POULIGNY ST-PIERRE 	A0138 B2611 C0245 E0146 F0001 G0003 H0288 H0107 J0131 K0003 P0024 Z0086 Z0147
FR12842 	SAINTE MAURE 	SAINTE MAURE 	A0138 B2611 C0245 F0001 G0003 H0107 J0131 K0003 P0024 Z0147
FR12845 	SELLES-SUR-CHER 	SELLES-SUR-CHER 	A0138 B2611 C0245 F0018 G0003 H0107 J0131 K0003 P0024 Z0086 Z0147
FR12848 	VALENCAY 	VALENCAY 	A0138 B2611 C0245 F0018 G0003 H0107 J0131 K0003 P0024 Z0147
FR16020 	GRAISSE DE BABASSU 	GRAISSE DE BABASSU 	B1707 C0190 E0119 F0001 G0003 H0197 H0206 J0001 K0003 P0024 A0129
FR16030 	BEURRE DE CACAO 	BEURRE DE CACAO 	B1318 C0190 E0119 F0001 G0003 H0206 H0197 J0001 K0003 P0024 A0129
FR16040 	GRAISSE OU HUILE DE COPRAH 	GRAISSE OU HUILE DE COPRAH 	B1536 C0190 E0119 F0001 G0003 J0001 K0003 P0024 A0129
FR16050 	GRAISSE OU HUILE DE COPRAH BRUTE 	GRAISSE OU HUILE DE COPRAH BRUTE 	B1536 C0190 E0119 F0001 G0003 P0122 J0001 K0003 P0024 A0129
FR16060 	GRAISSE OU HUILE DE COPRAH RAFFINE 	GRAISSE OU HUILE DE COPRAH RAFFINE 	B1536 C0190 E0119 F0001 G0003 H0197 H0206 J0001 K0003 P0024 A0129
FR16080 	GRAISSE OU HUILE DE COPRAH HYDROGENEE DITE "VEGETALINE" 	GRAISSE OU HUILE DE COPRAH HYDROGENEE DITE "VEGETALINE" 	B1536 C0190 E0119 F0001 G0003 H0174 H0206 H0197 J0001 K0003 P0024 A0129
FR16100 	BEURRE D'ILLIPE VIERGE DE BORNEO 	BEURRE D'ILLIPE VIERGE DE BORNEO 	B2110 C0190 E0119 F0001 G0003 H0001 J0001 K0003 P0024 A0129
FR16110 	BEURRE DE KARITE D'AFRIQUE 	BEURRE DE KARITE D'AFRIQUE 	B1667 C0190 E0119 F0001 G0003 H0197 H0206 H0134 J0001 K0003 P0024 A0129
FR16130 	HUILE DE PALME D'AFRIQUE 	HUILE DE PALME D'AFRIQUE 	B1286 C0190 E0119 F0014 G0003 J0001 K0003 P0024 A0129
FR16140 	HUILE DE PALME BRUTE D'AFRIQUE 	HUILE DE PALME BRUTE D'AFRIQUE 	A0129 B1286 C0190 E0119 F0014 G0003 H0001 J0001 K0003 P0001 P0122
FR16150 	HUILE DE PALME RAFFINEE D'AFRIQUE 	HUILE DE PALME RAFFINEE D'AFRIQUE 	B1286 C0190 E0119 F0014 G0003 H0134 H0206 H0197 J0001 K0003 P0024 A0129
FR16170 	HUILE DE PALME D'AMERIQUE DU SUD 	HUILE DE PALME D'AMERIQUE DU SUD 	B1286 C0190 E0119 F0014 G0003 J0001 K0003 P0024 A0129
FR16200 	GRAISSE DE PALMISTE 	GRAISSE DE PALMISTE 	B1286 C0190 E0119 F0014 G0003 H0134 H0206 H0197 J0001 K0003 P0024 A0129
FR16220 	GRAISSE DE PALMISTE BRUTE 	GRAISSE DE PALMISTE BRUTE 	A0129 B1286 C0190 E0119 F0014 G0003 H0001 J0001 K0003 P0122 P0001
FR16250 	GRAISSE DE PALMISTE BRUTE DE COLOMBIE 	GRAISSE DE PALMISTE BRUTE DE COLOMBIE 	A0129 B1286 C0190 E0119 F0014 G0003 H0001 J0001 K0003 P0122 P0001
FR16400 	BEURRE 	BEURRE 	A0148 B1201 C0179 E0119 F0001 G0003 H0003 J0131 K0003 P0024
FR16401 	HUILE DE BEURRE 	HUILE DE BEURRE 	A0148 B1201 C0179 E0139 F0018 G0003 H0003 J0131 K0003 P0024
FR16410 	BEURRE ALLEGE (41-65% MG) 	BEURRE ALLEGE (41-65% MG) 	B1201 C0113 E0119 F0014 G0003 H0213 H0263 H0174 H0148 H0306 J0100 K0003 P0024 A0148
FR16415 	SPECIALITE LAITIERE A TENEUR EN LIPIDES REDUITE (20-41% MG) 	SPECIALITE LAITIERE A TENEUR EN LIPIDES REDUITE (20-41% MG) 	B1201 C0113 E0119 F0014 G0003 H0306 H0263 H0213 H0148 H0174 J0100 K0003 P0024 A0148
FR16460 	SUIF DE BOEUF D'ABATTOIR PREMIER JUS 	SUIF DE BOEUF D'ABATTOIR PREMIER JUS 	A0129 B1161 C0190 E0119 F0001 G0003 H0001 J0001 K0003 P0003
FR16462 	SUIF DE BOEUF D'ABATTOIR RAFFINE 	SUIF DE BOEUF D'ABATTOIR RAFFINE 	A0129 B1161 C0190 E0119 F0001 G0003 H0206 H0197 J0001 K0003 P0001
FR16465 	SUIF DE BOEUF D'ETAL FARRINE PRODUIT EN REGION PARISIENNE 	SUIF DE BOEUF D'ETAL FARRINE PRODUIT EN REGION PARISIENNE 	A0129 B1161 C0190 E0119 F0001 G0003 H0001 J0001 K0003 P0001
FR16500 	SUIF DE MOUTON 	SUIF DE MOUTON 	A0129 B1183 C0190 E0119 F0001 G0003 H0001 J0001 K0003 P0001
FR16510 	GRAISSE DE CHEVAL RAFFINEE 	GRAISSE DE CHEVAL RAFFINEE 	B1229 C0190 E0119 F0001 G0003 H0001 J0001 K0003 P0024 A0129
FR16520 	SAINDOUX RAFFINE 	SAINDOUX RAFFINE 	B1136 C0190 E0119 F0001 G0003 H0197 H0134 J0001 K0003 P0024 A0129
FR16540 	GRAISSE DE POULET 	GRAISSE DE POULET 	B1457 C0190 E0119 F0001 G0003 H0206 H0197 J0001 K0003 P0024 A0129
FR16550 	GRAISSE DE CANARD 	GRAISSE DE CANARD 	B1316 C0190 E0119 F0001 G0003 H0001 J0001 K0003 P0024 A0129
FR16560 	GRAISSE D'OIE 	GRAISSE D'OIE 	B1253 C0190 E0119 F0001 G0003 H0001 J0001 K0003 P0024 A0129
FR16570 	GRAISSE DE DINDE 	GRAISSE DE DINDE 	B1236 C0190 E0119 F0001 G0003 H0001 J0001 K0003 P0024 A0129
FR16615 	MARGARINE DE TABLE, SANS SPECIFICATION 	MARGARINE DE TABLE, SANS SPECIFICATION 	B1017 C0190 E0119 F0018 G0003 H0306 H0174 J0135 K0003 P0024 A0231
FR16635 	MARGARINE VEGETALE, SANS SPECIFICATION 	MARGARINE VEGETALE, SANS SPECIFICATION 	B1017 C0190 E0119 F0018 G0003 H0174 H0306 J0135 K0003 P0024 A0231
FR16652 	MARGARINE AU TOURNESOL, VENDUE EN FRANCE DE 1983 A 1984 	MARGARINE AU TOURNESOL, VENDUE EN FRANCE DE 1983 A 1984 	B1547 C0190 E0119 F0018 G0003 H0306 J0135 K0003 P0024 A0231 M0001 N0001
FR16655 	MARGARINE AU TOURNESOL, SANS SPECIFICATION 	MARGARINE AU TOURNESOL, SANS SPECIFICATION 	B1547 C0190 E0119 F0018 G0003 H0306 J0135 K0003 P0024 A0231 M0001 N0001
FR16670 	MARGARINE AU MAIS DE COMPOSITION MOYENNE 	MARGARINE AU MAIS DE COMPOSITION MOYENNE 	B1379 C0190 E0119 F0018 G0003 H0306 J0135 K0003 P0024 A0231
FR16710 	PATE A TARTIENER A TENEUR EN LIPIDES REDUITE (20-41% MG) 	PATE A TARTIENER A TENEUR EN LIPIDES REDUITE (20-41% MG) 	B1017 C0190 E0119 F0014 G0003 H0148 H0263 H0174 H0306 H0213 J0100 K0003 P0024 A0129
FR16720 	DEMI-MARGARINE OU MINARINE, CONTENANT <10% MG D'ORINGINE LAITIERE 	DEMI-MARGARINE OU MINARINE, CONTENANT <10% MG D'ORINGINE LAITIERE 	B1017 C0190 E0119 F0018 G0003 H0213 H0306 H0174 H0148 J0135 K0003 P0024 A0231
FR17001 	HUILE VEGETALE, TOUS TYPES ET ORIGINES CONFONDES 	HUILE VEGETALE, TOUS TYPES ET ORIGINES CONFONDES 	B1017 C0190 E0139 F0001 G0003 H0197 H0206 J0001 K0003 P0024 A0129
FR17020 	HUILE D'AMANDES D'ABRICOT 	HUILE D'AMANDES D'ABRICOT 	A0129 B1529 C0190 E0139 F0001 G0003 H0001 J0001 K0003 P0122 P0001
FR17030 	HUILE D'AMANDE 	HUILE D'AMANDE 	A0129 B1272 C0190 E0139 F0001 G0003 H0001 J0001 K0003 P0003 P0122
FR17040 	HUILE D'ARACHIDE D'ORIGINES DIVERSES 	HUILE D'ARACHIDE D'ORIGINES DIVERSES 	B1337 C0190 E0139 F0001 G0003 H0206 H0197 J0001 K0003 P0024 A0129
FR17050 	HUILE D'ARACHIDE D'AFRIQUE 	HUILE D'ARACHIDE D'AFRIQUE 	B1337 C0190 E0139 F0001 G0003 H0206 H0197 J0001 K0003 P0024 A0129 QM0
FR17051 	HUILE D'ARACHIDE D'AMERIQUE DU SUD 	HUILE D'ARACHIDE D'AMERIQUE DU SUD 	B1337 C0190 E0139 F0001 G0003 H0206 H0197 J0001 K0003 P0024 A0129 QV
FR17052 	HUILE D'ARACHIDE DE CHINE 	HUILE D'ARACHIDE DE CHINE 	B1337 C0190 E0139 F0001 G0003 H0197 H0206 J0001 K0003 P0024 A0129 C0N00
FR17053 	HUILE D'ARACHIDE DES USA 	HUILE D'ARACHIDE DES USA 	B1337 C0190 E0139 F0001 G0003 H0197 H0206 J0001 K0003 P0024 A0129 US
FR17100 	HUILE D'AVOCAT 	HUILE D'AVOCAT 	A0129 B1470 C0190 E0139 F0003 G0003 H0001 J0001 K0003 P0122 P0003
FR17110 	HUILE DE GERMES DE BLE 	HUILE DE GERMES DE BLE 	B1312 C0190 E0139 F0001 G0003 P0122 J0001 K0003 P0024 A0129
FR17115 	HUILE DE BOURRACHE 	HUILE DE BOURRACHE 	A0129 B1735 C0190 E0139 F0001 G0003 H0001 J0001 K0003 P0001
FR17120 	HUILE DE CARTHAME AVEC >50% ACIDE OLEIQUE 	HUILE DE CARTHAME AVEC >50% ACIDE OLEIQUE 	B1548 C0190 E0139 F0001 G0003 H0206 H0197 J0001 K0003 P0024 A0129
FR17125 	HUILE DE CARTHAME AVEC >50% D'ACIDE LINOLENIQUE 	HUILE DE CARTHAME AVEC >50% D'ACIDE LINOLENIQUE 	B1548 C0190 E0139 F0001 G0003 H0197 H0206 J0001 K0003 P0024 A0129
FR17126 	HUILE DE CARTHAME SANS SPECIFICATION 	HUILE DE CARTHAME SANS SPECIFICATION 	B1548 C0190 E0139 F0001 G0003 H0206 H0197 J0001 K0003 P0024 A0129
FR17128 	HUILE DE PEPINS DE CASSIS 	HUILE DE PEPINS DE CASSIS 	A0129 B1192 C0190 E0139 F0001 G0003 J0001 K0003 P0001
