FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES
12012 	BREAM FILLETS 	BREAM FILLETS 	A0267 B1763 C0125 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
12013 	BREAM FILLETS, FROZEN 	BREAM FILLETS, FROZEN 	A0267 B1763 C0125 E0152 F0001 G0003 H0003 J0136 K0003 M0001 N0001 P0024
12023 	GILTHEAD BREAM, FRESH 	GILTHEAD BREAM, FRESH 	A0267 B2858 C0127 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
12023A 	BREAM FILLETS, SKINLESS 	BREAM FILLETS, SKINLESS 	A0267 B1763 C0268 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
12024 	BREAM, IN RED SAUCE 	BREAM, IN RED SAUCE 	A0267 B1763 C0127 E0151 F0001 G0003 H0003 J0001 K0037 M0001 N0001 P0024
12024A 	GILTHEAD BREAM, FROZEN 	GILTHEAD BREAM, FROZEN 	A0267 B2858 C0127 E0150 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
12025 	BREAM, FROZEN 	BREAM, FROZEN 	A0267 B1763 C0127 E0150 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024
12026 	SILVER CARP 	SILVER CARP 	A0267 B2254 C0127 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
12030 	CARP 	CARP 	A0267 B2617 C0127 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
12038 	CARP, IN TOMATO SOUP 	CARP, IN TOMATO SOUP 	A0267 B2617 C0175 E0151 F0001 G0003 H0212 J0001 K0037 M0001 N0001 P0024
12043 	GRASS CARP 	GRASS CARP 	A0267 B2867 C0127 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
12045 	SILVER CARP, WITH MEAT FILLING 	SILVER CARP, WITH MEAT FILLING 	A0267 B2254 C0175 E0151 F0003 G0003 H0207 H0191 J0001 K0003 M0001 N0001 P0024
12046 	CARP, IN NATURAL SAUCE 	CARP, IN NATURAL SAUCE 	A0267 B2617 C0175 E0151 F0003 G0003 H0001 J0001 K0034 M0001 N0001 P0024
12047 	DACE, DRIED, WHOLE, CANNED 	DACE, DRIED, WHOLE, CANNED 	A0267 B2078 C0127 E0151 F0014 G0003 H0138 J0116 J0123 K0001 M0194 N0001 P0024
12047A 	DACE, DRIED, CANNED 	DACE, DRIED, CANNED 	A0267 B2078 C0175 E0151 F0014 G0003 H0138 J0116 J0123 K0001 M0194 N0001 P0024
12050 	ROACH 	ROACH 	A0267 B1925 C0127 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
12063 	DACE 	DACE 	A0267 B2078 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
12064 	DACE, CANNED 	DACE, CANNED 	A0267 B2078 C0175 E0152 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024
12065 	DACE, DRIED 	DACE, DRIED 	A0267 B2078 C0175 E0151 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
12066 	DACE FILLET, FROZEN 	DACE FILLET, FROZEN 	A0267 B2078 C0125 E0152 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
12067 	DACE, FRIED 	DACE, FRIED 	A0267 B2078 C0175 E0151 F0014 G0025 H0233 J0001 K0003 M0001 N0001 P0024
12068 	DACE, FRIED IN SAUCE 	DACE, FRIED IN SAUCE 	A0267 B2078 C0175 E0151 F0014 G0025 H0233 J0001 K0034 M0001 N0001 P0024
12068A 	DACE, FRIED, CANNED 	DACE, FRIED, CANNED 	A0267 B2078 C0175 E0151 F0014 G0025 H0233 J0123 K0001 M0194 N0001 P0024
12069 	DACE, FRIED, WITH BEANS 	DACE, FRIED, WITH BEANS 	A0267 B2078 C0175 E0151 F0014 G0025 H0233 H0212 J0001 K0003 M0001 N0001 P0024
12277 	PIKE, DRIED 	PIKE, DRIED 	A0267 B1293 C0175 E0151 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
12311 	GOURAMY FISH, PICKLED 	GOURAMY FISH, PICKLED 	A0267 B2423 C0175 E0151 F0001 H0003 H0190 J0001 K0001 M0001 N0001 P0024
12312 	PIKE 	PIKE 	A0267 B1293 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
12313 	PICKEREL 	PICKEREL 	A0267 B1399 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
12430 	CATFISH 	CATFISH 	A0267 B1598 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
12431 	CATFISH, WHOLE, FROZEN 	CATFISH, WHOLE, FROZEN 	A0267 B1598 C0127 E0150 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024
12432 	CATFISH FILLETS 	CATFISH FILLETS 	A0267 B1598 C0125 E0152 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
12433 	CATFISH FILLETS, FROZEN 	CATFISH FILLETS, FROZEN 	A0267 B1598 C0125 E0152 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
12435 	CATFISH, PICKLED 	CATFISH, PICKLED 	A0267 B1598 C0175 E0151 F0003 G0003 H0190 J0001 K0001 M0001 N0001 P0024
12443 	YELLOW CATFISH, WHOLE, FROZEN 	YELLOW CATFISH, WHOLE, FROZEN 	A0267 B2607 C0127 E0150 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
12470 	PIKE-PERCH 	PIKE-PERCH 	A0267 B1399 C0175 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
12510 	PERCH, FRESH 	PERCH, FRESH 	A0267 B2004 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
12511 	PERCH, FROZEN 	PERCH, FROZEN 	A0267 B2004 C0127 E0151 F0001 G0003 H0003 J0136 K0003 M0001 N0001 P0024
12512 	OCEAN PERCH FILLETS, FROZEN 	OCEAN PERCH FILLETS, FROZEN 	A0267 B1153 C0125 E0152 F0001 G0003 H0003 J0136 K0003 M0001 N0001 P0024
12513 	SEA PERCH 	SEA PERCH 	A0267 B1222 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
12514 	DEEP SEA PERCH 	DEEP SEA PERCH 	A0267 B2328 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
12543 	ORANGE PERCH 	ORANGE PERCH 	A0267 B2004 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
12670 	STURGEON 	STURGEON 	A0267 B1465 C0175 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
12671 	STURGEON, FROZEN, WHOLE 	STURGEON, FROZEN, WHOLE 	A0267 B1465 C0175 E0150 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
12950 	VENDACE 	VENDACE 	A0267 B2369 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
13150 	TROUT, FRESH 	TROUT, FRESH 	A0267 B1258 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
13154 	RAINBOW TROUT, CANNED 	RAINBOW TROUT, CANNED 	A0267 B1109 C0175 E0151 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024
13163 	CORAL TROUT 	CORAL TROUT 	A0267 B1258 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
13164 	CORAL TROUT FILLETS 	CORAL TROUT FILLETS 	A0267 B1258 C0268 E0152 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
13165 	CORAL TROUT, FROZEN 	CORAL TROUT, FROZEN 	A0267 B1258 C0127 E0150 F0003 G0003 H0001 J0136 K0003 M0001 N0001 P0024
13174 	PINK SALMON, CANNED 	PINK SALMON, CANNED 	A0267 B1116 C0175 E0151 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024 Z0060
13175 	PINK SALMON 	PINK SALMON 	A0267 B1116 C0127 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
13175A 	PACIFIC SALMON, SMOKED, FROZEN 	PACIFIC SALMON, SMOKED, FROZEN 	A0267 B1126 C0175 E0151 F0001 G0003 H0172 J0136 K0003 M0001 N0001 P0024 Z0061 J0106
13176 	RED SALMON 	RED SALMON 	A0267 B1128 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0059
13235 	SOCKEYE SALMON, SMOKED 	SOCKEYE SALMON, SMOKED 	A0267 B1128 C0175 E0151 F0001 G0003 H0172 J0106 K0003 M0001 N0001 P0024 Z0059
13263 	BARRAMUNDI FILLETS, FROZEN 	BARRAMUNDI FILLETS, FROZEN 	A0267 B2872 C0125 E0152 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
13283 	SALMON, CANNED 	SALMON, CANNED 	A0267 B2250 C0175 E0151 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024 Z0061
13284 	SALMON, FRESH 	SALMON, FRESH 	A0267 B2250 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0061
13285 	SEA FOOD SPRING ROLLS, FROZEN 	SEA FOOD SPRING ROLLS, FROZEN 	A0103 B1021 C0127 E0105 F0001 G0001 H0207 H0212 H0152 J0136 K0003 M0001 N0001 P0024
13286 	SEAFOOD STICKS, FROZEN 	SEAFOOD STICKS, FROZEN 	A0267 B1021 C0125 E0147 F0001 G0003 H0152 H0188 J0136 K0003 M0001 N0001 P0024
13290 	SALMON, FILLET 	SALMON, FILLET 	A0267 B2250 C0125 E0152 F0003 G0001 H0001 J0001 K0003 M0001 N0001 P0024 Z0061
13305 	TENCH 	TENCH 	A0267 B1906 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
13370 	CAPELIN, FRESH 	CAPELIN, FRESH 	A0267 B1903 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
13377 	CAPELIN, DRIED 	CAPELIN, DRIED 	A0267 B1903 C0175 E0151 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
13390 	POND SMELT 	POND SMELT 	A0267 B2870 C0175 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
13451 	MARINE SMELT, FROZEN 	MARINE SMELT, FROZEN 	A0267 B1310 C0175 E0151 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
13683 	GIZZARD SHAD, FRESH 	GIZZARD SHAD, FRESH 	A0267 B2370 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
13950 	MILK FISH 	MILK FISH 	A0267 B1909 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14350 	MEGRIM 	MEGRIM 	A0267 B2710 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14390 	TURBOT, FRESH 	TURBOT, FRESH 	A0267 B1240 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14391 	TURBOT, FROZEN, WHOLE 	TURBOT, FROZEN, WHOLE 	A0267 B1240 C0175 E0150 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
14410 	HALIBUT, FRESH 	HALIBUT, FRESH 	A0267 B1532 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14423 	BLACK HALIBUT, WHOLE 	BLACK HALIBUT, WHOLE 	A0267 B1589 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14433 	GREENLAND HALIBUT, FROZEN 	GREENLAND HALIBUT, FROZEN 	A0267 B1589 C0175 E0151 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
14443 	BLUE HALIBUT 	BLUE HALIBUT 	A0267 B1589 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14470 	PLAICE 	PLAICE 	A0267 B2570 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14472 	PLAICE FILLET, FRESH 	PLAICE FILLET, FRESH 	A0267 B2570 C0125 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14473 	PLAICE, FROZEN 	PLAICE, FROZEN 	A0267 B2570 C0175 E0151 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
14483 	SKATE OR RAY, FRESH 	SKATE OR RAY, FRESH 	A0267 B1340 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14530 	YELLOWTAIL RUNNER, FRESH 	YELLOWTAIL RUNNER, FRESH 	A0267 B1222 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
14543 	YELLOWTAIL FLOUNDER, FRESH 	YELLOWTAIL FLOUNDER, FRESH 	A0267 B1872 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14544 	FLOUNDER 	FLOUNDER 	A0267 B1023 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14550 	DAB, FRESH, WHOLE 	DAB, FRESH, WHOLE 	A0267 B2674 C0175 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14583 	SOLE, FROZEN 	SOLE, FROZEN 	A0267 B1032 C0175 E0151 F0001 G0003 H0003 J0136 K0003 M0001 N0001 P0024
14590 	LEMONFISH 	LEMONFISH 	A0267 B2647 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14632 	FLOUNDER FILLETS 	FLOUNDER FILLETS 	A0267 B1023 C0125 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14690 	SOLE, FRESH 	SOLE, FRESH 	A0267 B1032 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14703 	LEMON SOLE, FROZEN 	LEMON SOLE, FROZEN 	A0267 B2647 C0175 E0151 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
14723 	FLATHEAD 	FLATHEAD 	A0267 B2530 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
14725 	FUN FISH 	FUN FISH 	A0267 B1222 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
15063 	COD, PREPARED 	COD, PREPARED 	A0267 B1423 C0175 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
15064 	COD CUTLETS, SMOKED 	COD CUTLETS, SMOKED 	A0267 B1423 C0268 E0152 F0001 G0003 H0172 J0001 K0003 M0001 N0001 P0024
15065 	COD LORRAINE 	COD LORRAINE 	A0267 B1423 C0175 E0151 F0001 G0001 H0225 J0001 K0001 M0001 N0001 P0024
15066 	COD, MINCED 	COD, MINCED 	A0267 B1423 C0268 E0100 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
15067 	COD MORNAY 	COD MORNAY 	A0267 B1423 C0175 E0110 F0001 G0001 H0117 H0186 H0184 H0143 H0253 J0001 K0003 M0001 N0001 P0024
15068 	COD POWDER 	COD POWDER 	A0267 B1423 C0175 E0106 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
15069 	RED COD FILLETS 	RED COD FILLETS 	A0267 B2179 C0125 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15070 	ATLANTIC COD, FRESH, WHOLE 	ATLANTIC COD, FRESH, WHOLE 	A0267 B1842 C0175 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15071 	ATLANTIC COD, FROZEN 	ATLANTIC COD, FROZEN 	A0267 B1842 C0175 E0151 F0001 G0003 H0003 J0136 K0003 M0001 N0001 P0024
15072 	ATLANTIC COD FILLET, FRESH 	ATLANTIC COD FILLET, FRESH 	A0267 B1842 C0125 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15074 	ATLANTIC COD, CANNED 	ATLANTIC COD, CANNED 	A0267 B1842 C0175 E0151 F0014 G0003 H0001 J0123 K0011 M0194 N0001 P0024
15075 	COD, SALTED, WHOLE 	COD, SALTED, WHOLE 	A0267 B1423 C0175 E0150 F0001 G0003 H0253 H0173 J0103 K0003 M0001 N0001 P0024
15077 	COD, DRIED, GUTTED 	COD, DRIED, GUTTED 	A0267 B1423 C0127 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
15083 	COD 	COD 	A0267 B1423 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15084 	CODFISH FILLETS, SALTED 	CODFISH FILLETS, SALTED 	A0267 B1423 C0125 E0151 F0001 G0003 H0253 H0173 J0103 K0003 M0001 N0001 P0024
15085 	COD LIVER 	COD LIVER 	A0267 B1423 C0176 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15086 	CODFISH FILLETS, FROZEN 	CODFISH FILLETS, FROZEN 	A0267 B1423 C0125 E0152 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
15087 	COD BLOCKS 	COD BLOCKS 	A0267 B1423 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15088 	COD BLOCKS, FROZEN 	COD BLOCKS, FROZEN 	A0267 B1423 C0175 E0151 F0001 G0003 H0003 J0136 K0003 M0001 N0001 P0024
15089 	COD BLOCKS, MINCED 	COD BLOCKS, MINCED 	A0267 B1423 C0175 E0100 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15094 	RED COD 	RED COD 	A0267 B2179 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15095 	COD FILLETS, SMOKED 	COD FILLETS, SMOKED 	A0267 B1423 C0125 E0152 F0001 G0003 H0172 J0106 K0003 M0001 N0001 P0024
15096 	COD, SMOKED 	COD, SMOKED 	A0267 B1423 C0175 E0151 F0001 G0003 H0172 J0106 K0003 M0001 N0001 P0024
15097 	RED COD, FROZEN 	RED COD, FROZEN 	A0267 B2179 C0175 E0151 F0001 G0003 H0003 J0136 K0003 M0001 N0001 P0024
15098 	COD FILLETS, IN SAUCE 	COD FILLETS, IN SAUCE 	A0267 B1423 C0175 E0152 F0001 G0001 H0001 J0001 K0034 M0001 N0001 P0024
15099 	COD ROE 	COD ROE 	A0267 B1423 C0202 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
15101 	COD CUTTINGS, DRIED 	COD CUTTINGS, DRIED 	A0267 B1423 C0175 E0122 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
15102 	COD FILETS 	COD FILETS 	A0267 B1423 C0175 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15103 	COD STEAKS, IN BUTTER 	COD STEAKS, IN BUTTER 	A0267 B1423 C0175 E0152 F0001 G0001 H0271 J0001 K0046 M0001 N0001 P0024
15104 	COD, IN BUTTER 	COD, IN BUTTER 	A0267 B1423 C0175 E0151 F0001 G0001 H0271 J0001 K0046 M0001 N0001 P0024
15105 	COD, IN BUTTER, FROZEN 	COD, IN BUTTER, FROZEN 	A0267 B1423 C0175 E0151 F0001 G0003 H0271 J0136 K0046 M0001 N0001 P0024
15106 	RED COD FILLETS, FROZEN 	RED COD FILLETS, FROZEN 	A0267 B2179 C0125 E0152 F0001 G0003 H0003 J0136 K0003 M0001 N0001 P0024
15107 	BLUE COD 	BLUE COD 	A0267 B2290 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15123 	GREENLAND COD LIVER 	GREENLAND COD LIVER 	A0267 B2865 C0176 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15124 	COD, FROZEN 	COD, FROZEN 	A0267 B1423 C0175 E0151 F0001 G0003 H0003 J0136 K0003 M0001 N0001 P0024
15125 	COD, BONELESS 	COD, BONELESS 	A0267 B1423 C0125 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15126 	STOCKFISH, DRIED 	STOCKFISH, DRIED 	A0267 B1222 C0173 E0151 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
15126A 	COD CUTTINGS, SMOKED 	COD CUTTINGS, SMOKED 	A0267 B1423 C0175 E0151 F0001 G0003 H0172 J0106 K0003 M0001 N0001 P0024
15127 	FISH, SALTED 	FISH, SALTED 	A0267 B1222 C0175 E0151 F0001 G0003 H0173 J0103 K0001 M0001 N0001 P0024
15128 	BUTTERFLY COD 	BUTTERFLY COD 	A0267 B2868 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15129 	STOCKFISH 	STOCKFISH 	A0267 B1222 C0173 E0151 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
15129A 	COD FILLETS, SMOKED, FROZEN 	COD FILLETS, SMOKED, FROZEN 	A0267 B1423 C0125 E0152 F0001 G0003 H0172 J0136 K0003 M0001 N0001 P0024
15130 	ORANGE SPOTTED COD 	ORANGE SPOTTED COD 	A0267 B1835 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
15131 	EMPEROR FILETS, FROZEN 	EMPEROR FILETS, FROZEN 	A0267 B2859 C0125 E0152 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
15295 	LING, SALTED 	LING, SALTED 	A0267 B2144 C0175 E0151 F0001 G0003 H0173 J0103 K0001 M0001 N0001 P0024
15297 	LING, DRIED 	LING, DRIED 	A0267 B2144 C0175 E0151 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
15310 	BLUE LING, FRESH 	BLUE LING, FRESH 	A0267 B2864 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15311 	MUD FISH 	MUD FISH 	A0267 B2436 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
15314 	MUDFISH, PICKLED 	MUDFISH, PICKLED 	A0267 B2436 C0127 E0150 F0003 G0003 H0190 J0001 K0001 M0001 N0001 P0024
15320 	ARCTIC GRAYLING 	ARCTIC GRAYLING 	A0267 B2860 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15383 	HAKE 	HAKE 	A0267 B1291 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15384 	HAKE, FROZEN, WHOLE 	HAKE, FROZEN, WHOLE 	A0267 B1291 C0127 E0150 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024
15385 	HAKE PORTIONS, FROZEN 	HAKE PORTIONS, FROZEN 	A0267 B1291 C0175 E0152 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
15390 	HADDOCK, FRESH 	HADDOCK, FRESH 	A0267 B1441 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15403 	CHILEAN HAKE, FROZEN 	CHILEAN HAKE, FROZEN 	A0267 B2643 C0175 E0151 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
15404 	CHILEAN HAKE FILLETS, FROZEN 	CHILEAN HAKE FILLETS, FROZEN 	A0267 B2643 C0125 E0152 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
15430 	SAITHE 	SAITHE 	A0267 B1440 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15431 	SAITHE SEA SALMON 	SAITHE SEA SALMON 	A0267 B1440 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0003 N0001 P0024
15434 	SAITHE, CANNED 	SAITHE, CANNED 	A0267 B1440 C0175 E0151 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024
15443 	IKAN BILIS, DRIED 	IKAN BILIS, DRIED 	A0267 B1854 C0175 E0151 F0001 G0003 H0138 J0116 K0001 M0001 N0001 P0024
15444 	KAMABOKO SEAFOOD, FROZEN 	KAMABOKO SEAFOOD, FROZEN 	A0267 B1222 C0268 E0147 F0001 G0001 H0001 J0136 K0003 M0001 N0001 P0024
15445 	MARINARA MIX 	MARINARA MIX 	A0152 B1276 C0167 E0001 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024 Z0074
15446 	SEAFOOD MARINARA, FROZEN 	SEAFOOD MARINARA, FROZEN 	A0267 B1021 C0127 E0110 F0001 G0001 H0212 J0136 K0003 M0001 N0001 P0024
15447 	IKAN BILIS 	IKAN BILIS 	A0267 B1854 C0175 E0151 F0001 G0003 H0138 J0141 K0003 M0001 N0001 P0024
15450 	POLLACK, FRESH, WHOLE 	POLLACK, FRESH, WHOLE 	A0267 B1440 C0127 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15470 	ALASKA POLLACK, FRESH 	ALASKA POLLACK, FRESH 	A0267 B1843 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15472 	ALASKA FILLETS, FRESH 	ALASKA FILLETS, FRESH 	A0267 B1222 C0268 E0152 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
15473 	ALASKA FILLETS, FROZEN 	ALASKA FILLETS, FROZEN 	A0267 B1222 C0268 E0152 F0003 G0003 H0001 J0136 K0003 M0001 N0001 P0024
15478 	ALASKA FINGERS, FROZEN 	ALASKA FINGERS, FROZEN 	A0267 B1222 C0175 E0151 F0003 G0003 H0001 J0136 K0003 M0001 N0001 P0024
15590 	WHITING, FRESH 	WHITING, FRESH 	A0267 B1640 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15591 	WHITING, FROZEN 	WHITING, FROZEN 	A0267 B1640 C0127 E0151 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
15592 	WHITING FILLET, FRESH 	WHITING FILLET, FRESH 	A0267 B1640 C0125 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
15595 	CUSK, SALTED 	CUSK, SALTED 	A0267 B2143 C0175 E0151 F0001 G0003 H0173 J0103 K0001 M0001 N0001 P0024
15596 	WONTONS, DOLL BUTTERFLY 	WONTONS, DOLL BUTTERFLY 	A0103 B1312 C0155 E0147 F0014 G0029 H0233 H0186 J0001 K0003 M0001 N0001 P0024
15603 	SOUTHERN BLUE WHITING 	SOUTHERN BLUE WHITING 	A0267 B1836 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
16030 	BOMBAY DUCK 	BOMBAY DUCK 	A0267 B2499 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
16031 	JOHN DORY 	JOHN DORY 	A0267 B2184 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
16032 	DORY FILLETS 	DORY FILLETS 	A0267 B1891 C0268 E0152 F0003 G0003 H0001 J0136 K0003 M0001 N0001 P0024
16033 	BOMBAY DUCK FILLETS 	BOMBAY DUCK FILLETS 	A0267 B2499 C0125 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
16036 	BOMBAY DUCK, BONELESS 	BOMBAY DUCK, BONELESS 	A0267 B2499 C0125 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
16037 	BOMBAY DUCK FILLET, DRIED 	BOMBAY DUCK FILLET, DRIED 	A0267 B2499 C0125 E0152 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
16038 	BOMBAY DUCK, DRIED 	BOMBAY DUCK, DRIED 	A0267 B2499 C0127 E0151 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
16323 	SNAKE FISH 	SNAKE FISH 	A0267 B2861 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
16332 	SILVER DORY, FILLETS 	SILVER DORY, FILLETS 	A0267 B2862 C0125 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
16333 	DORY FILLETS, FROZEN 	DORY FILLETS, FROZEN 	A0267 B1891 C0268 E0152 F0003 G0003 H0001 J0136 K0003 M0001 N0001 P0024
