FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES
CR0010	WHOLE MILK	WHOLE MILK	A0148 B1201 C0235 E0123 F0018 G0003 H0001 J0135 K0003 M0001 N0001 P0024
CR0011	HUMAN MILK	HUMAN MILK	A0148 B1087 C0235 E0123 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR0012	GOAT'S MILK	GOAT'S MILK	A0148 B2611 C0235 E0123 F0001 G0003 H0003 J0001 K0003 N0001 M0001 P0024
CR0013	SHEEP'S MILK	SHEEP'S MILK	A0148 B2610 C0235 E0123 F0018 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR0020	LOWFAT MILK	LOWFAT MILK	A0148 B1201 C0235 E0123 F0018 G0003 H0247 J0135 K0003 M0001 N0001 P0024
CR0022	LOWFAT 2% FAT MILK, WITH ADDED MILK SOLIDS	LOWFAT 2% FAT MILK, WITH ADDED MILK SOLIDS	A0148 B1201 C0235 E0123 F0018 G0003 H0324 H0184 J0001 K0003 M0001 N0001 P0024
CR0030	SKIM MILK	SKIM MILK	A0148 B1201 C0235 E0123 F0018 G0003 H0248 J0135 K0003 M0001 N0001 P0039 P0024
CR0040	BUTTERMILK	BUTTERMILK	A0101 B1201 C0216 E0121 F0018 G0003 H0101 H0161 J0135 K0003 M0001 N0001 P0024
CR0051	MILK, DRY	MILK, DRY	A0148 B1201 C0235 E0106 F0022 G0003 H0138 J0116 K0003 M0001 N0001 P0024 Z0089
CR0060	EVAPORATED MILK	EVAPORATED MILK	A0148 B1201 C0235 E0139 F0014 G0003 H0138 H0194 H0214 H0306 J0123 K0003 M0001 N0001 P0024
CR0070	YOGURT, PLAIN	YOGURT, PLAIN	A0101 B1201 C0235 E0119 F0018 G0003 H0101 J0135 K0003 M0001 N0001 P0024
CR0080	YOGURT, FLAVORED	YOGURT, FLAVORED	A0101 B1201 C0235 E0144 F0018 G0003 H0101 J0135 K0003 M0001 N0001 P0024 H0227
CR0090	YOGURT, FRUIT	YOGURT, FRUIT	A0101 B1201 C0235 E0134 F0018 G0003 H0101 H0147 J0135 K0003 M0001 N0001 P0024
CR0100	CHOCOLATE MILK	CHOCOLATE MILK	A0148 B1201 C0235 E0123 F0018 G0003 H0253 H0119 H0231 H0100 J0135 K0003 M0001 N0001 P0024
CR0120	MILK SHAKE	MILK SHAKE	A0148 B1201 C0235 E0102 F0018 G0003 H0117 H0136 J0135 K0003 M0001 N0001 P0024
CR0130	INFANT FORMULA, MILK-BASED	INFANT FORMULA, MILK-BASED	A0274 B1201 C0113 E0001 F0014 G0003 H0194 H0163 H0159 J0001 K0003 M0001 N0001 P0020
CR0140	INFANT FORMULA, SOY-BASED	INFANT FORMULA, SOY-BASED	A0274 B1452 C0236 E0001 F0014 G0003 H0194 H0163 H0159 J0001 K0003 M0001 N0001 P0020
CR0141	INFANT OR JUNIOR FOOD, DINNER	INFANT OR JUNIOR FOOD, DINNER	A0172 B0001 C0001 E0144 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0020
CR0142	ZWIEBACK TOAST	ZWIEBACK TOAST	A0178 B1312 C0208 E0124 F0014 G0010 H0138 H0186 H0256 H0221 H0136 J0001 K0003 M0001 N0001 P0020
CR0150	COCOA	COCOA	A0272 B1318 C0208 E0106 F0014 G0003 H0138 H0247 H0253 H0119 J0116 K0003 M0001 N0001 P0024
CR0160	CREAM	CREAM	A0148 B1201 C0195 E0123 F0018 G0003 H0001 J0135 K0003 M0001 N0001 P0024
CR0180	CREAM SUBSTITUTE, LIQUID	CREAM SUBSTITUTE, LIQUID	A0123 B1017 C0190 E0139 F0001 G0003 H0117 H0136 H0150 J0001 K0003 M0001 N0001 P0024
CR0181	CREAM SUBSTITUTE, POWDERED	CREAM SUBSTITUTE, POWDERED	A0123 B1012 C0271 E0106 F0014 G0003 H0263 H0227 H0133 H0138 J0116 K0003 M0001 N0001 P0024
CR0190	NONDAIRY MILK TOPPING	NONDAIRY MILK TOPPING	A0123 B1012 C0271 E0139 F0001 G0001 H0345 H0174 H0228 H0229 H0368 H0150 J0001 K0003 M0001 N0001 P0024
CR0200	SOUR CREAM	SOUR CREAM	A0101 B1201 C0195 E0119 F0018 G0003 H0306 H0101 J0135 K0003 M0001 N0001 P0024
CR0210	ICE CREAM, FLAVOR OTHER THAN CHOCOLATE	ICE CREAM, FLAVOR OTHER THAN CHOCOLATE	A0227 B1201 C0113 E0102 F0018 G0003 H0136 H0178 H0117 J0136 K0003 M0001 N0001 P0024
CR0211	CHOCOLATE ICE CREAM	CHOCOLATE ICE CREAM	A0227 B1201 C0113 E0139 F0018 G0003 H0253 H0119 H0231 H0136 H0178 J0136 K0003 M0001 N0001 P0024
CR0230	ICE CREAM SANDWICH	ICE CREAM SANDWICH	A0227 B1201 C0113 E0108 F0018 G0003 H0253 H0119 H0117 H0207 H0231 H0319 H0136 H0178 J0136 K0003 M0001 N0001 P0024
CR0240	ICE MILK	ICE MILK	A0233 B1201 C0235 E0123 F0018 G0003 H0178 H0136 J0136 K0003 M0001 N0001 P0024
CR0250	SHERBERT	SHERBERT	A0245 B1201 C0113 E0123 F0018 G0003 H0178 H0136 H0227 J0136 K0003 M0001 N0001 P0024
CR0260	PUDDING	PUDDING	A0285 B1201 C0235 E0119 F0014 G0003 H0186 H0117 H0158 J0001 K0003 M0001 N0001 P0024
CR0261	PUDDING, CHERRY VANILLA FLAVORED	PUDDING, CHERRY VANILLA FLAVORED	A0285 B1201 C0235 E0119 F0014 G0003 H0186 H0117 H0158 J0001 K0003 M0001 N0001 P0024
CR0263	TAPIOCA, DRY	TAPIOCA, DRY	A0125 B1352 C0203 E0117 F0014 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR0265	BRICK CHEESE	BRICK CHEESE	A0281 B1201 C0245 E0151 F0001 G0001 H0253 H0326 J0001 K0003 M0001 N0001 P0024
CR0270	CHEDDAR CHEESE	CHEDDAR CHEESE	A0186 B1201 C0245 E0151 F0001 G0003 H0253 H0328 J0001 K0003 M0001 N0001 P0024
CR0280	SWISS CHEESE	SWISS CHEESE	A0186 B1201 C0245 E0151 F0001 G0001 H0247 H0328 H0253 J0001 K0003 M0001 N0001 P0024
CR0282	MOZZARELLA CHEESE, LOW MOISTURE-PART SKIM	MOZZARELLA CHEESE, LOW MOISTURE-PART SKIM	A0185 B1201 C0245 E0151 F0001 G0003 H0107 H0247 H0138 J0001 K0003 M0001 N0001 P0024
CR0290	COTTAGE CHEESE, DRY CURD	COTTAGE CHEESE, DRY CURD	A0185 B1201 C0245 E0134 F0018 G0003 H0101 H0248 J0135 K0003 M0001 N0001 P0024
CR0300	CREAM CHEESE	CREAM CHEESE	A0185 B1201 C0245 E0119 F0018 G0003 H0101 J0001 K0003 M0001 N0001 P0024
CR0305	PARMESAN CHEESE, GRATED	PARMESAN CHEESE, GRATED	A0290 B1201 C0245 E0100 F0001 G0003 H0253 H0328 J0001 K0003 M0001 N0001 P0024
CR0310	AMERICAN PROCESSED CHEESE	AMERICAN PROCESSED CHEESE	A0282 B1201 C0245 E0151 F0018 G0003 H0107 H0253 J0135 K0003 M0001 N0001 P0024
CR0311	AMERICAN PROCESSED CHEESE FOOD	AMERICAN PROCESSED CHEESE FOOD	A0111 B1201 C0245 E0151 F0018 G0003 H0107 H0242 H0253 J0135 K0003 M0001 N0001 P0024
CR0312	CHEESE SAUCE, DEHYDRATED	CHEESE SAUCE, DEHYDRATED	A0286 B1201 C0245 E0106 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR0320	TOFU	TOFU	A0152 B1452 C0133 E0147 F0014 G0003 H0130 J0001 K0003 M0001 N0001 P0024
CR0322	BEEF BLOOD	BEEF BLOOD	A0150 B1161 C0185 E0123 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR0323	BEEF AND PORK, CURED, UNCOOKED	BEEF AND PORK, CURED, UNCOOKED	A0150 B1105 C0268 E0151 F0003 G0003 H0253 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0324	BEEF, CURED, UNCOOKED	BEEF, CURED, UNCOOKED	A0150 B1161 C0268 E0151 F0003 G0003 H0253 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0328	BEEF, CHUCK, STEAK, RAW	BEEF, CHUCK, STEAK, RAW	A0150 B1161 C0268 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0021 Z0019
CR0329	BEEF, ROUND STEAK, RAW	BEEF, ROUND STEAK, RAW	A0150 B1161 C0268 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0024 Z0019
CR0330	BEEF, COOKED	BEEF, COOKED	A0150 B1161 C0268 E0151 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0331	BEEF, RAW	BEEF, RAW	A0150 B1161 C0103 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0333	BEEF, GROUND, REGULAR, RAW	BEEF, GROUND, REGULAR, RAW	A0150 B1161 C0268 E0122 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0334	BEEF, GROUND, LEAN, RAW	BEEF, GROUND, LEAN, RAW	A0150 B1161 C0268 E0122 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0335	BEEF, GROUND, EXTRA LEAN	BEEF, GROUND, EXTRA LEAN	A0150 B1161 C0268 E0122 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0340	HAM, CURED, AGGREGATE (COOKED, CANNED)	HAM, CURED, AGGREGATE (COOKED, CANNED)	A0150 B1136 C0268 E0151 F0014 G0001 H0253 J0001 K0003 M0001 N0001 P0024 Z0024
CR0341	HAM, FRESH, UNCURED, RAW	HAM, FRESH, UNCURED, RAW	A0150 B1136 C0268 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 Z0024
CR0350	BACON, COOKED	BACON, COOKED	A0279 B1136 C0125 E0152 F0014 G0001 H0172 H0253 J0001 K0003 M0001 N0001 P0024 Z0063
CR0351	BACON, RAW	BACON, RAW	A0279 B1136 C0125 E0151 F0003 G0003 H0172 H0253 J0001 K0003 M0001 N0001 P0024 Z0063
CR0352	BACON BITS, FLAVORED	BACON BITS, FLAVORED	A0132 B1452 C0236 E0153 F0014 G0003 H0227 H0150 J0001 K0003 M0001 N0001 P0024
CR0355	MUTTON, RAW	MUTTON, RAW	A0150 B1183 C0268 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0360	LAMB, COOKED	LAMB, COOKED	A0150 B1669 C0268 E0151 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0361	LAMB, RAW	LAMB, RAW	A0150 B1669 C0268 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0370	VEAL, COOKED	VEAL, COOKED	A0150 B1349 C0268 E0151 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0371	VEAL, RAW	VEAL, RAW	A0150 B1349 C0268 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0380	CHICKEN, COOKED	CHICKEN, COOKED	A0273 B1457 C0125 E0151 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024 Z0003
CR0381	CHICKEN, RAW	CHICKEN, RAW	A0273 B1457 C0125 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 Z0003
CR0384	CHICKEN, WHITE MEAT, RAW	CHICKEN, WHITE MEAT, RAW	A0273 B1457 C0125 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0004
CR0385	CHICKEN, DARK MEAT, RAW	CHICKEN, DARK MEAT, RAW	A0273 B1457 C0125 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0002
CR0389	TURKEY, NOT FURTHER SPECIFIED	TURKEY, NOT FURTHER SPECIFIED	A0273 B1236 C0125 E0151 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024 Z0003
CR0390	TURKEY, BREAST, COOKED	TURKEY, BREAST, COOKED	A0273 B1236 C0125 E0150 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024 Z0004 Z0158
CR0391	TURKEY, WHITE MEAT, RAW	TURKEY, WHITE MEAT, RAW	A0273 B1236 C0125 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0004
CR0392	TURKEY, LEG, COOKED	TURKEY, LEG, COOKED	A0273 B1236 C0125 E0150 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024 Z0002 Z0159
CR0393	TURKEY, DARK MEAT, RAW	TURKEY, DARK MEAT, RAW	A0273 B1236 C0125 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0002
CR0394	TURKEY, DARK AND WHITE MEAT, RAW	TURKEY, DARK AND WHITE MEAT, RAW	A0273 B1236 C0125 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0054
CR0395	PORK HEART, RAW	PORK HEART, RAW	A0150 B1136 C0201 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR0396	PORK BRAIN, RAW	PORK BRAIN, RAW	A0150 B1136 C0199 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR0397	LIVER SAUSAGE	LIVER SAUSAGE	A0221 B1136 C0176 E0151 F0014 G0001 H0227 H0306 J0001 K0003 M0001 N0001 P0024
CR0398	PORK LIVER, COOKED	PORK LIVER, COOKED	A0150 B1136 C0176 E0151 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR0399	PORK LIVER, RAW	PORK LIVER, RAW	A0150 B1136 C0176 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0400	BEEF LIVER, COOKED	BEEF LIVER, COOKED	A0150 B1161 C0176 E0151 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR0401	BEEF LIVER, RAW	BEEF LIVER, RAW	A0150 B1161 C0176 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0402	BEEF TONGUE, RAW	BEEF TONGUE, RAW	A0150 B1161 C0189 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0403	BEEF KIDNEY, RAW	BEEF KIDNEY, RAW	A0150 B1161 C0196 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0404	CHICKEN LIVER, COOKED	CHICKEN LIVER, COOKED	A0273 B1457 C0176 E0150 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR0405	CHICKEN LIVER, RAW	CHICKEN LIVER, RAW	A0273 B1457 C0176 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0406	CHICKEN KIDNEY, RAW	CHICKEN KIDNEY, RAW	A0273 B1457 C0196 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0407	LAMB KIDNEY, RAW	LAMB KIDNEY, RAW	A0150 B1669 C0196 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0409	PORK KIDNEY, RAW	PORK KIDNEY, RAW	A0150 B1136 C0196 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0410	FRANKFURTER, COOKED	FRANKFURTER, COOKED	A0221 B1105 C0268 E0105 F0014 G0001 H0288 H0227 H0306 H0172 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0411	FRANKFURTER, RAW	FRANKFURTER, RAW	A0221 B1105 C0268 E0105 F0014 G0003 H0288 H0227 H0306 H0172 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0412	CHICKEN FRANKFURTER, RAW	CHICKEN FRANKFURTER, RAW	A0131 B1457 C0125 E0140 F0014 G0003 H0227 H0253 H0306 H0172 J0001 K0003 M0001 N0001 P0024 Z0003
CR0420	BOLOGNA	BOLOGNA	A0221 B1105 C0268 E0151 F0014 G0003 H0172 H0253 H0227 H0306 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0430	SAUSAGE, COOKED	SAUSAGE, COOKED	A0221 B1136 C0268 E0151 F0014 G0001 H0227 J0001 K0003 M0001 N0001 P0024 Z0018
CR0431	SAUSAGE, UNCOOKED	SAUSAGE, UNCOOKED	A0221 B1136 C0268 E0151 F0001 G0001 H0227 J0001 K0003 M0001 N0001 P0024 Z0018
CR0440	SALAMI	SALAMI	A0221 B1134 C0268 E0151 F0001 G0001 H0221 H0229 H0101 J0001 K0003 M0001 N0001 P0024 Z0018
CR0450	TURKEY LUNCHEON MEAT	TURKEY LUNCHEON MEAT	A0131 B1236 C0125 E0147 F0014 G0001 H0227 J0001 K0003 M0001 N0001 P0024 Z0003
CR0455	VENISON, RAW	VENISON, RAW	A0150 B1583 C0268 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0458	REINDEER, RAW	REINDEER, RAW	A0150 B1619 C0268 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0460	FISH, BREADED, FRIED	FISH, BREADED, FRIED	A0267 B1222 C0268 E0152 F0014 G0025 H0233 H0188 H0319 H0256 H0227 J0001 K0003 M0001 N0001 P0024
CR0461	COD, RAW	COD, RAW	A0267 B1423 C0268 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0462	HADDOCK, RAW	HADDOCK, RAW	A0267 B1441 C0268 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0463	CATFISH, RAW	CATFISH, RAW	A0267 B1598 C0268 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0465	HAKE, RAW	HAKE, RAW	A0267 B1291 C0268 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0468	PERCH, RAW	PERCH, RAW	A0267 B1557 C0268 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0469	FLOUNDER FILLET, RAW	FLOUNDER FILLET, RAW	A0267 B1023 C0268 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0470	TUNA, CANNED, WATER PACK	TUNA, CANNED, WATER PACK	A0267 B1269 C0268 E0152 F0014 G0003 H0001 J0123 K0017 M0204 N0023 P0024 Z0061
CR0480	FISH STICK, UNCOOKED	FISH STICK, UNCOOKED	A0267 B1365 C0268 E0147 F0001 G0003 H0188 H0319 H0256 H0227 J0136 K0003 M0001 N0001 P0024
CR0481	FISH STICK, COOKED	FISH STICK, COOKED	A0267 B1365 C0268 E0147 F0014 G0001 H0188 H0319 H0256 H0227 H0241 J0001 K0003 M0001 N0001 P0024
CR0483	PACIFIC BLUE MARLIN, RAW	PACIFIC BLUE MARLIN, RAW	A0267 B2325 C0268 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0484	FISH, BREADED, FROZEN, BAKED	FISH, BREADED, FROZEN, BAKED	A0267 B1222 C0268 E0151 F0014 G0005 H0241 H0227 H0188 H0256 H0319 J0001 K0003 M0001 N0001 P0024
CR0485	FISH, FROZEN, BREADED, BAKED	FISH, FROZEN, BREADED, BAKED	A0267 B1222 C0125 E0151 F0014 G0005 H0188 H0319 H0256 H0241 J0001 K0003 M0001 N0001 P0024
CR0486	BREADING, FROM FRIED FISH	BREADING, FROM FRIED FISH	A0178 B1312 C0208 E0117 F0014 G0025 H0256 H0221 H0227 J0001 K0003 M0001 N0001 P0024
CR0487	FISH, FRIED	FISH, FRIED	A0267 B1222 C0125 E0151 F0014 G0025 H0233 J0001 K0003 M0001 N0001 P0024
CR0488	FISH, BREADED AND FRIED	FISH, BREADED AND FRIED	A0267 B1222 C0125 E0150 F0014 G0025 H0319 H0256 H0233 H0227 J0001 K0003 M0001 N0001 P0024
CR0489	RED DRUM FISH, GULF COAST, FROZEN	RED DRUM FISH, GULF COAST, FROZEN	A0267 B2460 C0268 E0151 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
CR0490	PINK SALMON, CANNED	PINK SALMON, CANNED	A0267 B1116 C0266 E0125 F0014 G0003 H0001 J0001 J0123 K0001 M0204 N0023 P0024 Z0060
CR0491	EEL, RAW	EEL, RAW	A0267 B1278 C0268 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0495	TROUT, RAW	TROUT, RAW	A0267 B1258 C0125 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0496	SWORDFISH, RAW	SWORDFISH, RAW	A0267 B1427 C0125 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0501	SALMON, FRESH	SALMON, FRESH	A0267 B2250 C0175 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR0510	CRAB, COOKED	CRAB, COOKED	A0267 B1335 C0125 E0151 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR0511	CRAB, CANNED	CRAB, CANNED	A0267 B1335 C0125 E0122 F0014 G0001 H0001 J0123 K0001 M0204 N0023 P0024
CR0512	CRAB, RAW	CRAB, RAW	A0267 B1335 C0125 E0150 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR0513	SCALLOP, COOKED	SCALLOP, COOKED	A0267 B1489 C0103 E0151 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR0514	SCALLOP, SEA, RAW	SCALLOP, SEA, RAW	A0267 B1050 C0103 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0515	BAY SCALLOP, RAW	BAY SCALLOP, RAW	A0267 B2459 C0103 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0520	SHRIMP, AGGREGATE (COOKED, CANNED)	SHRIMP, AGGREGATE (COOKED, CANNED)	A0267 B1237 C0173 E0151 F0014 G0001 H0001 J0001 K0001 M0001 N0001 P0024
CR0521	SHRIMP, RAW	SHRIMP, RAW	A0267 B1237 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0522	BRINE SHRIMP, RAW	BRINE SHRIMP, RAW	A0267 B2464 C0173 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0524	LOBSTER, FROZEN	LOBSTER, FROZEN	A0267 B1505 C0125 E0151 F0001 G0001 H0001 J0136 K0003 M0001 N0001 P0024
CR0526	OYSTER, RAW	OYSTER, RAW	A0267 B1224 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0527	OYSTER, AGGREGATE (COOKED, CANNED)	OYSTER, AGGREGATE (COOKED, CANNED)	A0267 B1224 C0173 E0151 F0014 G0001 H0001 J0001 K0001 M0001 N0001 P0024
CR0528	MUSSEL, RAW	MUSSEL, RAW	A0267 B1223 C0173 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0540	CLAM, CANNED	CLAM, CANNED	A0267 B1331 C0173 E0150 F0014 G0003 H0001 J0123 K0001 M0204 N0023 P0024
CR0545	CLAM CHOWDER	CLAM CHOWDER	A0180 B1331 C0173 E0138 F0014 G0001 H0212 H0151 H0227 J0001 K0003 M0001 N0001 P0024
CR0550	MEAT LOAF, COOKED	MEAT LOAF, COOKED	A0150 B1161 C0268 E0147 F0014 G0005 H0227 H0319 H0256 H0227 H0186 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0560	BEEF STEW WITH VEGETABLES	BEEF STEW WITH VEGETABLES	A0212 B1161 C0268 E0110 F0014 G0020 H0227 H0212 K0003 J0001 M0001 N0001 P0024 Z0018 Z0019
CR0570	CHICKEN OR TURKEY POT PIE	CHICKEN OR TURKEY POT PIE	A0100 B1563 C0170 E0105 F0014 G0005 H0171 H0212 H0221 H0207 H0319 J0001 K0003 M0001 N0001 P0024
CR0580	CHILI CON CARNE WITH BEANS	CHILI CON CARNE WITH BEANS	A0172 B1161 C0268 E0134 F0014 G0003 H0151 H0212 J0001 K0003 M0001 N0001 P0024
CR0581	SLOPPY JOE, PREPARED	SLOPPY JOE, PREPARED	A0218 B1161 C0268 E0105 F0014 G0020 G0005 H0212 H0151 H0227 H0319 H0256 H0207 J0001 K0003 M0001 N0001 P0024
CR0611	TUNA SALAD SANDWICH	TUNA SALAD SANDWICH	A0218 B1269 C0268 E0105 F0018 G0005 H0263 H0212 H0319 H0256 J0001 K0003 M0001 N0001 P0024
CR0620	CHOW MEIN	CHOW MEIN	A0172 B1134 C0268 E0134 F0014 G0020 H0212 H0152 H0227 H0102 J0001 K0003 M0001 N0001 P0024
CR0630	HAMBURGER WITH BUN	HAMBURGER WITH BUN	A0218 B1161 C0268 E0105 F0014 G0001 H0319 H0256 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0670	VEGETABLE BEEF SOUP	VEGETABLE BEEF SOUP	A0243 B1161 C0170 E0149 F0014 H0191 H0212 H0227 H0151 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0671	BEAN WITH PORK SOUP	BEAN WITH PORK SOUP	A0180 B1061 C0133 E0138 F0014 G0001 H0191 H0227 H0212 J0001 K0003 M0001 N0001 P0024
CR0672	BEEF NOODLE SOUP	BEEF NOODLE SOUP	A0243 B1161 C0170 E0149 F0014 G0001 H0191 H0319 H0227 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
CR0673	CHICKEN GUMBO SOUP	CHICKEN GUMBO SOUP	A0180 B1457 C0170 E0138 F0014 G0001 H0171 H0212 H0227 J0001 K0003 M0001 N0001 P0024
CR0674	CHILI BEEF SOUP	CHILI BEEF SOUP	A0180 B1061 C0133 E0138 F0014 G0001 H0191 H0212 H0227 J0001 K0003 M0001 N0001 P0024
CR0675	MUSHROOM SOUP, UNDILUTED, CANNED	MUSHROOM SOUP, UNDILUTED, CANNED	A0198 B1467 C0150 E0134 F0014 G0003 H0221 H0114 H0227 H0319 J0123 K0001 M0204 N0001 P0024
CR0676	MUSHROOM SOUP, DILUTED	MUSHROOM SOUP, DILUTED	A0243 B1467 C0150 E0149 F0014 G0003 H0319 H0221 H0227 J0001 K0003 M0001 N0001 P0024
CR0677	GREEN PEA SOUP	GREEN PEA SOUP	A0180 B1338 C0133 E0138 F0014 G0001 H0227 H0212 J0001 K0003 M0001 N0001 P0024
CR0678	ONION SOUP	ONION SOUP	A0243 B1300 C0240 E0149 F0014 G0001 H0227 J0001 K0003 M0001 N0001 P0024
CR0679	POTATO SOUP	POTATO SOUP	A0180 B1218 C0240 E0138 F0014 G0001 H0221 H0227 H0297 J0001 K0003 M0001 N0001 P0024
CR0681	MINESTRONE SOUP	MINESTRONE SOUP	A0243 B1659 C0133 E0149 F0014 G0001 H0212 H0227 H0151 H0319 J0001 K0003 M0001 N0001 P0024
CR0682	SHRIMP GUMBO SOUP	SHRIMP GUMBO SOUP	A0180 B1276 C0167 E0138 F0014 G0001 H0153 H0212 H0321 H0227 J0001 K0003 M0001 N0001 P0024
CR0690	GRAVY, MEAT BASED	GRAVY, MEAT BASED	A0286 B1297 C0170 E0102 F0014 G0001 H0227 H0152 J0001 K0003 M0001 N0001 P0024
CR0710	EGG, COOKED	EGG, COOKED	A0261 B1713 C0274 E0001 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR0711	EGG, WHOLE, RAW	EGG, WHOLE, RAW	A0261 B1713 C0274 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0712	EGG WHITE, RAW	EGG WHITE, RAW	A0261 B1713 C0241 E0139 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0713	EGG YOLK, RAW	EGG YOLK, RAW	A0261 B1713 C0215 E0139 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
